V1	V2
0.058536872191201	0.0434378323608864
0.058536872191201	0.053570606675009
0.058536872191201	0.0742450010286117
0.058536872191201	0.0774801737371929
0.058536872191201	0.0440690484377176
0.058536872191201	0.0711100369463216
0.058536872191201	0.0619925248550252
0.058536872191201	0.0677102640918048
0.058536872191201	0.0453646803104892
0.058536872191201	0.0572045537033686
0.058536872191201	0.0573341318333826
0.058536872191201	0.0539299725466095
0.058536872191201	0.077365078257407
0.058536872191201	0.0762624597904637
0.058536872191201	0.0653844368707917
0.058536872191201	0.0607020019003822
0.058536872191201	0.069576705934542
0.058536872191201	0.0452176911514261
0.058536872191201	0.0724597960069544
0.058536872191201	0.07087182775093
0.058536872191201	0.0646641930434286
0.058536872191201	0.065419248581162
0.058536872191201	0.0696389072758678
0.058536872191201	0.0468792059647414
0.058536872191201	0.0586391334387371
0.058536872191201	0.0749411137796896
0.058536872191201	0.0747326432372925
0.058536872191201	0.084408969312014
0.058536872191201	0.0444147552042954
0.058536872191201	0.0783543846270185
0.058536872191201	0.0782669435921899
0.058536872191201	0.0487308490647891
0.058536872191201	0.0657407453540957
0.058536872191201	0.0802967029650134
0.058536872191201	0.0485483448871164
0.058536872191201	0.0631558272562385
0.058536872191201	0.0745229443742567
0.058536872191201	0.0657452562281232
0.058536872191201	0.0796638111006681
0.058536872191201	0.0578298880145103
0.058536872191201	0.0592227709941502
0.058536872191201	0.0543921178566054
0.058536872191201	0.0503301937623515
0.058536872191201	0.0542742040866422
0.058536872191201	0.084144663840873
0.058536872191201	0.0712208128004305
0.058536872191201	0.0543386992585001
0.058536872191201	0.0680106697361584
0.058536872191201	0.0520969091559852
0.058536872191201	0.0796678511192873
0.058536872191201	0.0474276563673829
0.058536872191201	0.0432402348222461
0.058536872191201	0.0770773265557497
0.058536872191201	0.0818937366019097
0.058536872191201	0.0771678909854425
0.058536872191201	0.0494707602486726
0.058536872191201	0.0419573187249995
0.058536872191201	0.0506137721896392
0.058536872191201	0.0500370307169478
0.058536872191201	0.0615359155821974
0.058536872191201	0.0836380208370122
0.058536872191201	0.0496296735902154
0.058536872191201	0.0547070610515901
0.058536872191201	0.0295401879020514
0.058536872191201	0.0563356189149771
