V1	V2	V3	V4
boot1	0.0530620805369128	7.4231915124537e-05	7.48224319850457e-05	9.23599312258659e-05
boot2	0.0506224066390041	7.22115723205559e-05	7.27432378919096e-05	9.23219904438793e-05
boot3	0.0777474259298172	7.37913932931434e-05	7.506154715713e-05	9.38095934236091e-05
boot4	0.0676038867066363	7.01339384012643e-05	7.10787979211824e-05	9.2145385918657e-05
boot5	0.0625514403292181	7.10843690045521e-05	7.18894477467866e-05	9.16594553160042e-05
boot6	0.0605747364068638	6.92089341062268e-05	6.99675238707009e-05	9.13382051966314e-05
boot7	0.0580524344569288	7.1817019316891e-05	7.25182438583758e-05	9.16157642221914e-05
boot8	0.0817427385892116	7.08404366744654e-05	7.2226717859541e-05	9.28334917304285e-05
boot9	0.0536350303792164	7.349240835516e-05	7.40951145114097e-05	9.33071825396837e-05
boot10	0.0707382274316266	6.92495262549827e-05	7.02784994855335e-05	9.03078091454192e-05
boot11	0.0634297520661157	7.18669774142691e-05	7.26982446554197e-05	9.12737675276211e-05
boot12	0.0388471177944862	7.5061227459933e-05	7.53764109521925e-05	9.17178314025586e-05
boot13	0.0590049342105263	7.12668118836286e-05	7.19825977103532e-05	9.16324650377517e-05
boot14	0.0558682509902022	7.27048852033209e-05	7.33555546777225e-05	9.22671491673903e-05
boot15	0.0590592701961611	7.24054606710308e-05	7.31411698876736e-05	9.44675783412892e-05
boot16	0.0563559322033898	7.66217197839117e-05	7.72945992530882e-05	9.4581047417214e-05
boot17	0.0690734557595993	7.17727534789293e-05	7.2768400868448e-05	9.1725832144998e-05
boot18	0.0645296459249948	7.28715297842872e-05	7.37439528312608e-05	9.34568658496068e-05
boot19	0.0542586750788644	7.26227088130001e-05	7.32418473663784e-05	9.28625791697736e-05
boot20	0.0698935948257876	7.31988290060741e-05	7.42180475743344e-05	9.28149061943974e-05
boot21	0.0668889351948323	7.60528942506237e-05	7.69851988248055e-05	9.19081250562319e-05
boot22	0.0676769773718082	7.42102752468299e-05	7.51611104692057e-05	9.31642622895805e-05
boot23	0.0686721991701245	7.37017915529471e-05	7.46801880132918e-05	9.21971736995429e-05
boot24	0.0609627916754257	7.54923810724051e-05	7.62736427854304e-05	9.26328357311052e-05
boot25	0.061684951355827	7.10248538672099e-05	7.18124823548461e-05	9.27911042422713e-05
boot26	0.0652719665271966	7.50002252430592e-05	7.58915285096549e-05	9.33275937251019e-05
boot27	0.07	7.30243055555555e-05	7.40451388888889e-05	9.31280201099537e-05
boot28	0.0774424984173876	7.42973378352008e-05	7.55628665461371e-05	9.42760963725577e-05
boot29	0.055923777961889	7.01385567391632e-05	7.07863340675664e-05	9.15210199121722e-05
boot30	0.0804403048264183	7.48081877542981e-05	7.61779258238508e-05	9.44006592952889e-05
boot31	0.073252406864797	7.42187822271308e-05	7.53418285041265e-05	9.36884075422637e-05
boot32	0.0646108663729809	7.16457994860531e-05	7.25215209153518e-05	9.33178001166591e-05
boot33	0.0544771446462116	7.24407325015687e-05	7.30601771454435e-05	9.1614281504332e-05
boot34	0.0772366007744039	6.95108487318579e-05	7.07265594510722e-05	9.14071325534852e-05
boot35	0.0548001648125258	7.34858424784027e-05	7.410451945893e-05	9.24107162848926e-05
boot36	0.0626561199000833	7.26280567916825e-05	7.34452485820517e-05	9.35106664144559e-05
boot37	0.051796157059315	7.21988482523355e-05	7.27591744607969e-05	9.20151402846951e-05
boot38	0.0550883095037847	7.25729680268423e-05	7.32110508367634e-05	9.23106827109694e-05
boot39	0.0742522484835808	7.33503942800641e-05	7.45035832373675e-05	9.37097497297935e-05
boot40	0.0601410203235172	7.13307089545076e-05	7.20808006852321e-05	9.20989027358412e-05
boot41	0.0638036809815951	7.16830914697472e-05	7.25155883423037e-05	9.06111578441317e-05
boot42	0.0518838789376158	7.09153633535216e-05	7.14696019562832e-05	9.05986711518059e-05
boot43	0.0612760581174984	7.36562139596326e-05	7.44468552100893e-05	9.34122829601632e-05
boot44	0.0655637254901961	7.10010891626571e-05	7.18790716177538e-05	9.02125630600143e-05
boot45	0.068452380952381	7.68251913506332e-05	7.78213070942663e-05	9.49286083289319e-05
boot46	0.0592794302471722	7.41616552566474e-05	7.48977362894143e-05	9.30819955739777e-05
boot47	0.0717123144469998	7.36283657481369e-05	7.47035604049099e-05	9.38000114672509e-05
