V1	V2
0.066850384875603	0.0542237949436555
0.066850384875603	0.053992176800034
0.066850384875603	0.0921326409599972
0.066850384875603	0.0851003718766677
0.066850384875603	0.0620794313628222
0.066850384875603	0.0619482297287818
0.066850384875603	0.0630389055729034
0.066850384875603	0.0707841060004752
0.066850384875603	0.0375913338659947
0.066850384875603	0.0650969420964818
0.066850384875603	0.0512824313429381
0.066850384875603	0.0502988631092046
0.066850384875603	0.0645231293389443
0.066850384875603	0.0695497086293639
0.066850384875603	0.0714921763637674
0.066850384875603	0.0555231379691087
0.066850384875603	0.0852578634499468
0.066850384875603	0.0598048296814592
0.066850384875603	0.0724533578630703
0.066850384875603	0.0642028257769117
0.066850384875603	0.0602718476875982
0.066850384875603	0.0752817119428487
0.066850384875603	0.0594350283598615
0.066850384875603	0.0546964836229452
0.066850384875603	0.0593818891909451
0.066850384875603	0.069679469887688
0.066850384875603	0.0668016323274635
0.066850384875603	0.0742850541198762
0.066850384875603	0.0505313255855464
0.066850384875603	0.0727844824012745
0.066850384875603	0.0793239275432779
0.066850384875603	0.0465724444494098
0.066850384875603	0.0628743485679212
0.066850384875603	0.0663364982003857
0.066850384875603	0.0616288796187481
0.066850384875603	0.0658616443877922
0.066850384875603	0.0726458524652297
0.066850384875603	0.0697119587499695
0.066850384875603	0.0843230449900303
0.066850384875603	0.0598865868267741
0.066850384875603	0.0786265437106807
0.066850384875603	0.0587402214984486
0.066850384875603	0.0645012983052191
0.066850384875603	0.0634288754577713
0.066850384875603	0.08707306238433
0.066850384875603	0.0684675402792873
0.066850384875603	0.0496971138480093
0.066850384875603	0.0822450529838431
0.066850384875603	0.0558522142011987
0.066850384875603	0.0861846255077948
0.066850384875603	0.0421887928438706
0.066850384875603	0.0403292531120126
0.066850384875603	0.0968723582942973
0.066850384875603	0.0615918866108682
0.066850384875603	0.0705231282125108
0.066850384875603	0.0580799307321069
0.066850384875603	0.050348854919732
0.066850384875603	0.0600743249211969
0.066850384875603	0.0458421521296121
0.066850384875603	0.066610502829979
0.066850384875603	0.0973741938918298
0.066850384875603	0.0573382107032017
0.066850384875603	0.0808787663598929
0.066850384875603	0.0313933000779344
0.066850384875603	0.0478520484011692
0.066850384875603	0.039592585129525
0.066850384875603	0.0747264034216524
0.066850384875603	0.052359444465399
0.066850384875603	0.0407655372323418
0.066850384875603	0.0669337292564695
0.066850384875603	0.0560278923648299
0.066850384875603	0.0569075136082296
0.066850384875603	0.0694986796286675
0.066850384875603	0.0549819807042198
0.066850384875603	0.051151566940185
0.066850384875603	0.0646984049941313
0.066850384875603	0.0565431581298657
0.066850384875603	0.0824318540311206
0.066850384875603	0.0551622486335488
0.066850384875603	0.0543543595491232
0.066850384875603	0.0610261354659611
0.066850384875603	0.0645177296773958
0.066850384875603	0.058595589665275
0.066850384875603	0.060746608101455
0.066850384875603	0.0774527890751265
0.066850384875603	0.0573808798804887
0.066850384875603	0.0723896065575569
0.066850384875603	0.0624629839302025
0.066850384875603	0.06613996418291
0.066850384875603	0.0762388476175639
0.066850384875603	0.0548660424432392
0.066850384875603	0.0686715838601485
0.066850384875603	0.0559390819686985
0.066850384875603	0.0499381360244784
0.066850384875603	0.0780531078184977
0.066850384875603	0.072344469157044
0.066850384875603	0.0500318372172147
0.066850384875603	0.0735157422134127
0.066850384875603	0.0595991054939136
0.066850384875603	0.0305518616533824
0.066850384875603	0.0492558508332203
0.066850384875603	0.07052936380771
0.066850384875603	0.1056126909209
0.066850384875603	0.0802199209126703
0.066850384875603	0.0703699233474852
0.066850384875603	0.0649795005688047
0.066850384875603	0.0558857379252737
0.066850384875603	0.0842628768669408
0.066850384875603	0.047334016440418
0.066850384875603	0.0790819596812823
0.066850384875603	0.0634487844579785
0.066850384875603	0.0672412767976659
0.066850384875603	0.0410130806103985
0.066850384875603	0.0770273857936802
0.066850384875603	0.0780529320392657
0.066850384875603	0.0371866973267562
0.066850384875603	0.0412465643755213
0.066850384875603	0.0787332244955244
0.066850384875603	0.0715893579321899
0.066850384875603	0.0703985498942303
0.066850384875603	0.0515865301686703
0.066850384875603	0.041334878648068
0.066850384875603	0.0491490838350762
0.066850384875603	0.0642790108823388
0.066850384875603	0.0825809001682223
0.066850384875603	0.0619120208366142
0.066850384875603	0.0519500224381884
0.066850384875603	0.0577642485780119
0.066850384875603	0.078805754755926
0.066850384875603	0.0813946546998765
0.066850384875603	0.0600842019939632
0.066850384875603	0.0823967591491495
0.066850384875603	0.0535998246297856
0.066850384875603	0.0690805737052341
0.066850384875603	0.0757297234046236
0.066850384875603	0.0937903771337251
0.066850384875603	0.0666012003875427
0.066850384875603	0.046070909121892
0.066850384875603	0.0590653337154992
0.066850384875603	0.0596273304112546
0.066850384875603	0.0418150016922807
0.066850384875603	0.0485630620772467
0.066850384875603	0.0585728672107496
0.066850384875603	0.0629213153054802
0.066850384875603	0.048920007184625
0.066850384875603	0.0455673229402006
0.066850384875603	0.0744021599669493
0.066850384875603	0.0535821868930689
0.066850384875603	0.0692415279759753
0.066850384875603	0.0545158422015312
0.066850384875603	0.0595697446137494
0.066850384875603	0.0591284513266055
0.066850384875603	0.0750747115483932
0.066850384875603	0.0655584993852534
0.066850384875603	0.0638737603295785
0.066850384875603	0.0762872716618505
0.066850384875603	0.0399758224529593
0.066850384875603	0.0630097138769813
0.066850384875603	0.0865378629239102
0.066850384875603	0.0461737978325608
0.066850384875603	0.0712342735544773
0.066850384875603	0.067281348514749
