V1	V2	V3	V4
boot87	NA	NA	NA	NA
boot88	NA	NA	NA	NA
boot89	NA	NA	NA	NA
boot90	NA	NA	NA	NA
boot91	NA	NA	NA	NA
boot92	NA	NA	NA	NA
boot93	NA	NA	NA	NA
boot94	NA	NA	NA	NA
boot95	NA	NA	NA	NA
boot96	NA	NA	NA	NA
boot97	NA	NA	NA	NA
boot98	NA	NA	NA	NA
boot99	NA	NA	NA	NA
boot100	NA	NA	NA	NA
boot101	NA	NA	NA	NA
boot102	NA	NA	NA	NA
boot103	NA	NA	NA	NA
boot104	NA	NA	NA	NA
boot105	NA	NA	NA	NA
boot106	NA	NA	NA	NA
boot107	NA	NA	NA	NA
boot108	NA	NA	NA	NA
boot109	NA	NA	NA	NA
boot110	NA	NA	NA	NA
boot111	NA	NA	NA	NA
boot112	NA	NA	NA	NA
boot113	NA	NA	NA	NA
boot114	NA	NA	NA	NA
boot115	NA	NA	NA	NA
boot116	NA	NA	NA	NA
boot117	NA	NA	NA	NA
boot118	NA	NA	NA	NA
boot119	NA	NA	NA	NA
boot120	NA	NA	NA	NA
boot121	NA	NA	NA	NA
boot122	NA	NA	NA	NA
boot123	NA	NA	NA	NA
boot124	NA	NA	NA	NA
boot125	NA	NA	NA	NA
boot126	NA	NA	NA	NA
boot127	NA	NA	NA	NA
boot128	NA	NA	NA	NA
boot129	NA	NA	NA	NA
boot130	NA	NA	NA	NA
boot131	NA	NA	NA	NA
boot132	NA	NA	NA	NA
boot133	NA	NA	NA	NA
boot134	NA	NA	NA	NA
boot135	NA	NA	NA	NA
boot136	NA	NA	NA	NA
boot137	NA	NA	NA	NA
boot138	NA	NA	NA	NA
boot139	NA	NA	NA	NA
boot140	NA	NA	NA	NA
boot141	NA	NA	NA	NA
boot142	NA	NA	NA	NA
boot143	NA	NA	NA	NA
boot144	NA	NA	NA	NA
boot145	NA	NA	NA	NA
boot146	NA	NA	NA	NA
boot147	NA	NA	NA	NA
boot148	NA	NA	NA	NA
boot149	NA	NA	NA	NA
boot150	NA	NA	NA	NA
boot151	NA	NA	NA	NA
boot152	NA	NA	NA	NA
boot153	NA	NA	NA	NA
boot154	NA	NA	NA	NA
boot155	NA	NA	NA	NA
boot156	NA	NA	NA	NA
boot157	NA	NA	NA	NA
boot158	NA	NA	NA	NA
boot159	NA	NA	NA	NA
boot160	NA	NA	NA	NA
boot161	NA	NA	NA	NA
boot162	NA	NA	NA	NA
boot163	NA	NA	NA	NA
boot164	NA	NA	NA	NA
boot165	NA	NA	NA	NA
boot166	NA	NA	NA	NA
boot167	NA	NA	NA	NA
boot168	NA	NA	NA	NA
boot169	NA	NA	NA	NA
boot170	NA	NA	NA	NA
boot171	NA	NA	NA	NA
boot172	NA	NA	NA	NA
boot173	NA	NA	NA	NA
boot174	NA	NA	NA	NA
boot175	NA	NA	NA	NA
boot176	NA	NA	NA	NA
boot177	NA	NA	NA	NA
boot178	NA	NA	NA	NA
boot179	NA	NA	NA	NA
boot180	NA	NA	NA	NA
boot181	NA	NA	NA	NA
boot182	NA	NA	NA	NA
boot183	NA	NA	NA	NA
boot184	NA	NA	NA	NA
boot185	NA	NA	NA	NA
boot186	NA	NA	NA	NA
boot187	NA	NA	NA	NA
boot188	NA	NA	NA	NA
boot189	NA	NA	NA	NA
boot190	NA	NA	NA	NA
boot191	NA	NA	NA	NA
boot192	NA	NA	NA	NA
boot193	NA	NA	NA	NA
boot194	NA	NA	NA	NA
boot195	NA	NA	NA	NA
boot196	NA	NA	NA	NA
boot197	NA	NA	NA	NA
boot198	NA	NA	NA	NA
boot199	NA	NA	NA	NA
boot200	NA	NA	NA	NA
boot201	0.0566218809980806	0.000115738055524174	0.000116763659301448	0.000144756792397269
boot202	0.0742765273311897	0.000109577250254494	0.000111351206046257	0.000144147995406019
boot203	0.081150159744409	0.000115484271496588	0.000117588216680787	0.000143287159004493
boot204	0.0621811224489796	0.000105025685212791	0.000106258622709288	0.000143410588055741
boot205	0.0570790816326531	0.00011193078368101	0.000112969693617243	0.00014208520861835
boot206	0.0709759188846641	0.000110649017680712	0.000112245209398558	0.000142354240958931
boot207	0.0657472738935215	0.000112068537961398	0.000113454908719714	0.000143921449416882
boot208	0.0555203045685279	0.000110445139447006	0.000111423091293257	0.000142460009748298
boot209	0.0558730158730159	0.000109061864369499	0.00011005291005291	0.000143120933264546
boot210	0.061347743165925	0.000109237684799493	0.000110433980283139	0.000142435920217401
boot211	0.0739213197969543	0.000115929972397602	0.000117663589631271	0.000142646626910404
boot212	0.0684277530235519	0.000112669120275953	0.000114159367692838	0.000140106050154699
boot213	0.0660919540229885	0.000111252094467243	0.000112646777221578	0.000143727055699665
boot214	0.0725190839694656	0.000107384319505848	0.00010905703500832	0.000142745082465605
boot215	0.083386378103119	0.00011184505939498	0.00011405807277918	0.000142923447926662
boot216	0.0529674537332482	0.000118429302949461	0.000119324501148244	0.000145404344449175
boot217	0.0791159513132607	0.000113621785180333	0.000115626696696093	0.000143209256440298
boot218	0.0645472061657033	0.000114883620820375	0.000116221559749019	0.000141185921826058
boot219	0.0485003190810466	0.000112872420880289	0.000113622989147986	0.000142199420545028
boot220	0.0650641025641026	0.00011154174753241	0.000112898586456279	0.000144374161050844
boot221	0.0622629582806574	0.000109554049629395	0.000110779294880298	0.000143138694738137
boot222	0.0535714285714286	0.000110325938411079	0.000111241084443982	0.000142246066025848
boot223	0.0476647472808701	0.000113171508997367	0.00011389829342902	0.000144279624257285
boot224	0.076309067688378	0.000114865269645035	0.000116724488614214	0.000142470933109749
boot225	0.0455414012738853	0.000108167428660172	0.000108827944338513	0.00014213555129302
boot226	0.0549520766773163	0.000114990276803019	0.000115955047004665	0.000143665970884642
boot227	0.0561582641991066	0.000112209436236627	0.000113215738290825	0.000140231322951813
boot228	0.0705128205128205	0.000111613163573223	0.000113206771860618	0.000142532522779379
boot229	0.0687779910428663	0.000110543024893663	0.000112056272511031	0.000142659819127866
boot230	0.0815939278937381	0.000110714318094599	0.000112819811158839	0.000141636762623613
boot231	0.0541746335245379	0.00011280444286639	0.00011373971721869	0.000140619631553535
boot232	0.0520434227330779	0.000115044157750191	0.000115908946335687	0.000142575609992242
boot233	0.0489306545690214	0.000115884236165342	0.000116660065380039	0.000143409313352152
boot234	0.0569700827498409	0.000109682371077687	0.000110715340628458	0.000142978286452484
boot235	0.0625400898011546	0.00011528630366672	0.000116540717660414	0.000144562231465889
boot236	0.055768005098789	0.00011447502408923	0.00011546612364076	0.000142950341711954
boot237	0.0719794344473008	0.000109853040750685	0.000111517899035825	0.0001423718613153
boot238	0.0671355498721228	0.00010607735086101	0.000107518265840752	0.000141659390322657
boot239	0.0544458762886598	0.000111449834320367	0.000112404845095122	0.000145611406676032
boot240	0.0573084352865422	0.000108611326448217	0.0001096687175477	0.00014170108670039
boot241	0.0424377791959158	0.000114779151460966	0.000115353805290922	0.000143938390801329
boot242	0.0631711939355654	0.000106685268303273	0.000107945723054772	0.000139661411557457
boot243	0.0648148148148148	0.000110082161051718	0.000111423463803787	0.000142859695760401
boot244	0.0433804627249357	0.000116385824415908	0.000116990536673694	0.000141970677451987
boot245	0.0692405871091257	0.000112398670142416	0.000113928427290857	0.000143837032898142
boot246	0.0721062618595825	0.000110975464521171	0.000112619776032671	0.00014327145827832
boot247	0.0865445356917246	0.000109770105262091	0.000112135852785179	0.000140417117203718
boot248	0.0560179257362356	0.000117138315297634	0.000118142799293725	0.000144841541116897
boot249	0.0686149936467599	0.000114348147204282	0.00011584370544861	0.000142247475959789
boot250	0.0662188099808061	0.000114951592338459	0.000116354321319673	0.000142317918465545
boot251	0.0580215599239062	0.000113833371854798	0.00011490074706596	0.000142090815036487
boot252	0.0655790147152911	0.000107405814603395	0.000108781568656827	0.000143380023510389
boot253	0.0722010178117048	0.000105476804737804	0.000107134879474778	0.000140092594065035
boot254	0.0607805502239283	0.00011200016204232	0.000113181951960913	0.000143380121720077
boot255	0.077120822622108	0.000111465341328481	0.000113376530686422	0.000142384602577686
boot256	0.0524296675191816	0.000111545247460326	0.000112424042228923	0.000142142570611102
boot257	0.0712909441233141	0.000117167565130956	0.000118799677755874	0.000143058162051075
boot258	0.0625400898011546	0.000111583332937881	0.000112837746931574	0.000143204396357923
boot259	0.0515923566878981	0.000112544326160956	0.000113392024017202	0.000144903424978417
boot260	0.0493316359007002	0.000114397775040547	0.000115172316829421	0.000144168550046457
boot261	0.0628553379658876	0.000109591026153272	0.000110838907868625	0.000141955344671078
boot262	0.0857780612244898	0.000111436895345792	0.000113783156757601	0.000141694818941615
boot263	0.0673261008296107	0.000116350978636531	0.000117797310433889	0.000143185483505096
boot264	0.0553398058252427	0.000115576595679128	0.000116567694096208	0.000145535215345882
boot265	0.0461783439490446	0.000112408631194713	0.000113087752038622	0.000141662282393854
boot266	0.0492689129052765	0.000114310113822746	0.000115081704979411	0.000142455960711959
boot267	0.0447809278350515	0.000107607187416026	0.000108253234934637	0.000142711164578096
boot268	0.04554201411161	0.000114126898543555	0.000114792092594017	0.000143532012015289
boot269	0.0598345003182686	0.000109474590772617	0.0001106140457148	0.00014079283740666
boot270	0.0516795865633075	0.000108681042362516	0.000109543697293833	0.00014353796276067
boot271	0.0486469072164948	0.000113925820379996	0.000114688230683388	0.000143747595864616
boot272	0.0676451818761966	0.000110126661272179	0.00011158673486218	0.000142043290390312
boot273	0.0623409669211196	0.000113486204435147	0.000114722335528233	0.000142067810306941
boot274	0.0501918158567775	0.00010865475894144	0.00010946013566107	0.0001422128519744
boot275	0.0572155117609663	0.000114748403292673	0.000115788967433191	0.000141835636749795
boot276	0.0692405871091257	0.000115249426142544	0.000116779183290986	0.000142173073987501
boot277	0.0673871582962492	0.000109899888256695	0.000111343317723714	0.000141568879782167
boot278	0.0516356638871071	0.000113834119472049	0.000114689232295994	0.000142534319907169
boot279	0.0695067264573991	0.000113463650573737	0.000115011115347223	0.000144205386156663
boot280	0.0678617157490397	0.000111852777909285	0.000113326917622602	0.000142117774113225
boot281	0.0623800383877159	0.00011142547168163	0.000112670279483694	0.000144146975704649
boot282	0.0495867768595041	0.00011298663827748	0.000113768217565247	0.000141239496269045
boot283	0.0714741544352265	0.000115658203865555	0.000117288246862438	0.000141426046749114
boot284	0.057051282051282	0.000115656319012458	0.000116699539776463	0.000144308671652422
boot285	0.0430759412890874	0.00011068923012137	0.000111281296719309	0.000141574282682524
boot286	0.0530205655526992	0.000112782967033224	0.000113686302628188	0.000143259535775248
boot287	0.0778061224489796	0.000108293836930988	0.000110224255518534	0.000144751563625567
boot288	0.0615433673469388	0.000112982112159285	0.00011418988832778	0.000141934629743038
boot289	0.0479669631512071	0.000109360997701306	0.000110091883836614	0.000141823227988173
boot290	0.0595162316995544	0.000115665670127865	0.000116793035447952	0.000141436230975049
boot291	0.046975546975547	0.000111095124027251	0.00011180513111015	0.000144590564195221
boot292	0.0697526949904883	0.00011285549437701	0.000114398119126039	0.00014162952561515
boot293	0.0690095846645367	0.000114637684340195	0.00011615919321418	0.000145421563064042
boot294	0.105463786531131	0.000113117747949089	0.000116650978657311	0.000139394067766263
boot295	0.0701415701415701	0.000110636264129802	0.000112219224188336	0.000143694761488921
boot296	0.073015873015873	0.000108561990345815	0.000110254472159234	0.000142014645246694
boot297	0.0662188099808061	0.00011126755050248	0.000112670279483694	0.000144319170025198
boot298	0.0594027954256671	0.000107760042605398	0.000108880974023563	0.000141167767276153
boot299	0.075796178343949	0.000115416498595698	0.000117246135745872	0.000142683208553828
boot300	0.0601407549584133	0.000109568882993175	0.00011072592407026	0.000142606818632625
boot301	0.0575447570332481	0.000114022706358828	0.000115081337772516	0.000142717891041109
boot302	0.071520618556701	0.000114804727218497	0.000116452665001594	0.000145169796532753
boot303	0.0733504163997438	0.000111235832358778	0.000112959177517656	0.000142696074807587
boot304	0.070926517571885	0.000110673204084868	0.00011228041523339	0.00014096387078432
boot305	0.0525978191148172	0.000111230447560089	0.000112117724845411	0.000144587204283594
boot306	0.0708359923420549	0.000111818298687152	0.000113419363719406	0.000143770208152356
boot307	0.0611004478566859	0.000110248002989331	0.000111442265538367	0.000143918998281018
boot308	0.0643627140139505	0.000113788368008814	0.000115101798241928	0.000141967787525511
boot309	0.0689655172413793	0.000111026238469849	0.000112544834436762	0.000140872169493091
boot310	0.0581841432225064	0.000112363791725008	0.000113446078976459	0.000143228844067258
boot311	0.0664313222079589	0.000111566365438285	0.00011298264289987	0.00014312830814307
boot312	0.0581841432225064	0.000114612272569587	0.000115694559821037	0.000142706063122227
boot313	0.0864353312302839	0.000113078716998169	0.000115435520305705	0.000142324851664634
boot314	0.0585987261146497	0.000110269973872663	0.000111363544160006	0.000141621486692268
boot315	0.0504792332268371	0.000110037285381106	0.000110851391766783	0.000141565286822
boot316	0.0598991172761665	0.000108791932534433	0.00010992304988956	0.00014145985506614
boot317	0.0720203951561504	0.000112696093436234	0.000114349037132362	0.000142587332286011
boot318	0.0663688576898532	0.000112421118319051	0.000113826614576567	0.000142464315526624
boot319	0.0504498714652956	0.000116172673713904	0.000116990536673694	0.000144746149108462
boot320	0.0738019169329073	0.000112275490939838	0.00011401565801427	0.000143690135795384
boot321	0.0684844641724794	0.000115323693975456	0.00011681073323766	0.000141976361204385
boot322	0.0590299936183791	0.000112205700288273	0.000113317551005115	0.000142773814482924
boot323	0.060905612244898	0.00010975316153072	0.000110936035766347	0.000143937289875415
boot324	0.0754777070063694	0.000114316177475708	0.000116130471824415	0.000142081157024238
boot325	0.0663688576898532	0.000117104503176405	0.000118509999433921	0.000143992480836202
boot326	0.0793650793650794	0.000111479841789744	0.000113479465860418	0.000140160785772275
boot327	0.0674807197943445	0.000117076142030351	0.000118539396382525	0.00014334656788785
boot328	0.0638977635782748	0.00011138425902932	0.000112688707652421	0.00014336829570885
boot329	0.0436028007638447	0.000110920606292131	0.000111525699937724	0.00014222505463749
boot330	0.0666881443298969	0.000116576751867779	0.000118009518811776	0.000144472790139428
boot331	0.066944266495836	0.000104547119705372	0.000105982588897129	0.000143037582461732
boot332	0.0581691036236491	0.000110368816559648	0.000111444355217111	0.000141192381837127
boot333	0.0666666666666667	0.000110456034265558	0.000111866969009826	0.000141706159242062
boot334	0.0780456852791878	0.000111604343690949	0.000113536808472262	0.000141440161646626
boot335	0.0631410256410256	0.00011203168330341	0.000113309500328731	0.000142321172126553
boot336	0.0777988614800759	0.000108705236647145	0.00011061942477099	0.000140586862891201
boot337	0.0634161886551944	0.000115200072068086	0.000116481656830212	0.000142222575288614
boot338	0.0685897435897436	0.000110466160715791	0.000111974030243261	0.000142775120007923
boot339	0.0760517799352751	0.000115533753491816	0.000117405557126549	0.000145355440851022
boot340	0.0605964467005076	0.000112271203067447	0.000113436155273261	0.000140005246831564
boot341	0.0454838709677419	0.000110987177335437	0.00011165452653486	0.000144273606122655
boot342	0.0595162316995544	0.000112019053236168	0.000113146418556256	0.000140900289967839
boot343	0.0562015503875969	0.000115409076877616	0.000116429301123731	0.000142128735056466
boot344	0.0535714285714286	0.000107275451634736	0.000108190597667638	0.00014211403390262
boot345	0.0802664974619289	0.000106762100944503	0.000108806108119251	0.000139565719347097
boot346	0.0537531806615776	0.000110667165260478	0.000111586187026138	0.000142323524951796
boot347	0.0463258785942492	0.00011557561551142	0.000116261266318938	0.000143773620507263
boot348	0.0850189633375474	0.000108095209346116	0.000110379730245924	0.000139448783533401
boot349	0.0399616368286445	0.000108949607394438	0.00010946013566107	0.000143997234035027
boot350	0.0689001264222503	0.000118369002379003	0.000119869390312316	0.000142302216783985
boot351	0.0642902609802673	0.000110716694666133	0.000112032174506015	0.00014324712740888
boot352	0.0789980732177264	0.000112258113129926	0.000114262190063809	0.000143660617064314
boot353	0.0660679923027582	0.000111746398509763	0.000113146327825644	0.000141612239025178
boot354	0.0544239338001273	0.00011058299956526	0.000111525699937724	0.000140789516790458
boot355	0.0828045685279188	0.000110858226306862	0.00011303354247726	0.000139972164117679
boot356	0.0521766965428937	0.000110303691390055	0.000111175140705717	0.000144469988636645
boot357	0.0623806492679822	0.00011666878637181	0.000117907279498193	0.000141744339024009
boot358	0.0586185044359949	0.000112060032581164	0.000113148793374039	0.000139775285554474
boot359	0.0586162716207559	0.000112884612384163	0.000113985146432439	0.000142608791865957
boot360	0.0614702154626109	0.000115666256459647	0.000116863527495458	0.000142491286437257
boot361	0.0666666666666667	0.000111262282690854	0.000112673217435122	0.00014125062888177
boot362	0.0497094899935442	0.000112147233678426	0.000112944855820265	0.000144647073631352
boot363	0.053525641025641	0.000115678543921425	0.00011659681130835	0.000142500946945751
boot364	0.0776636713735558	0.000112385842371354	0.000114321543864043	0.000144072592275722
boot365	0.0625	0.00011385941892701	0.000115105034360683	0.000141816248288739
boot366	0.0794806839772008	0.000111807317094669	0.00011380769047196	0.000140907779044064
boot367	0.0712015257469803	0.000110944306338474	0.000112555767644481	0.000141288120161291
boot368	0.045016077170418	0.000115765733315013	0.000116417324055789	0.000141769190535804
boot369	0.0689987163029525	0.000113102657450105	0.000114630521009622	0.000143138752813374
boot370	0.0625	0.000112468410996055	0.000113720414201183	0.000142535979987441
boot371	0.0604534005037783	0.000108495643005721	0.000109646339993275	0.000139451090048064
boot372	0.0745361484325016	0.000113553741105109	0.000115330976365234	0.000143372166735306
boot373	0.0677150192554557	0.00011460087268917	0.000116072414355655	0.000143822019346686
boot374	0.073576455534229	0.000113906215677228	0.000115637979851566	0.000143554738546276
boot375	0.0797702616464582	0.000109352702719131	0.0001113831094336	0.000142282066219934
boot376	0.0594249201277955	0.000112377074876362	0.000113505292490482	0.000141408231207779
boot377	0.0583173996175908	0.000111335738508935	0.000112419524072402	0.000142321474887944
boot378	0.0656309448319594	0.00011051927843736	0.000111884979426433	0.000140509815903206
boot379	0.057840616966581	0.000111475428161204	0.000112550472175045	0.000143805054251531
boot380	0.0683269476372925	0.000112889200548944	0.000114379804563448	0.000143330904475529
boot381	0.0621827411167513	0.000109894388900319	0.000111121131696256	0.000141339252982654
boot382	0.0605177993527508	0.000112449929464609	0.000113635173490014	0.000144170773025922
boot383	0.0609833971902937	0.000111459365110189	0.000112646777221578	0.000142545665112922
boot384	0.0661577608142494	0.000111306886268954	0.000112699013913978	0.000142758983148451
boot385	0.0564005069708492	0.000110233300338381	0.00011124122720358	0.000141634465891011
boot386	0.0677150192554557	0.000110893146942228	0.000112364688608713	0.000142901169616709
boot387	0.0731237973059654	0.000115340109037495	0.00011705501915053	0.000144363603545941
boot388	0.066025641025641	0.000114891387034508	0.000116288625904011	0.000142697415141017
boot389	0.0734642178594047	0.000104979452593694	0.000106688442874155	0.000139970571365179
boot390	0.0740859525336754	0.000110665969510225	0.000112426305739481	0.000143669939823511
boot391	0.0711984536082474	0.00011533849133731	0.000116971616271655	0.000144176399414053
boot392	0.0761212886923563	0.000109407756032404	0.000111237967842949	0.000139938743114156
boot393	0.0616129032258065	0.000115008526064919	0.000116233090530697	0.00014650327280051
boot394	0.0858232676414495	0.000112639398169848	0.000114980667486013	0.000138542443942119
boot395	0.0612635609444799	0.000116090664252483	0.000117288246862438	0.00014184284863946
boot396	0.064951768488746	0.000109891310342663	0.000111247815882797	0.000142935072539835
boot397	0.0564971751412429	0.00011347417515923	0.000114476036678043	0.000140350223580871
boot398	0.0539936102236422	0.000107776447638764	0.000108707856566873	0.000141335997365275
boot399	0.0670266836086404	0.000109673854535682	0.000111100975347491	0.000142313541322048
boot400	0.0567173637515843	0.000112330306115021	0.000113349589813034	0.000143593853575906
boot401	0.0564413265306122	0.000112767332988298	0.000113783156757601	0.000142944844092568
boot402	0.074203821656051	0.00011255127079741	0.000114304839952939	0.000141324676160297
boot403	0.0555201021059349	0.000114879307363377	0.000115862868862373	0.000142082923929379
boot404	0.063659628918746	0.000112806561794805	0.000114102962419908	0.000143095608252418
boot405	0.0514469453376206	0.000116393388069393	0.000117244445363468	0.00014215954658061
boot406	0.0792525773195876	0.000113391253759219	0.000115414762461473	0.000143551952573307
boot407	0.0565739570164349	0.000107769900086272	0.000108781471708426	0.000140415492533444
boot408	0.0710659898477157	0.000110525387381361	0.000112127663686258	0.000142305676972039
boot409	0.0679051889814222	0.000113021156293225	0.000114498130889831	0.000144209033900082
boot410	0.0648148148148148	0.000110693817760614	0.000112035120512682	0.000142139326120061
boot411	0.0809859154929577	0.000113379232789092	0.000115478694539487	0.000143154598394057
boot412	0.0537531806615776	0.000108846175807649	0.000109765197573309	0.000142452621108227
boot413	0.0657472738935215	0.00011865159703489	0.000120037967793206	0.000144998216616202
boot414	0.0765794511805999	0.00011439889689148	0.000116270119719534	0.000143945375400426
boot415	0.0686586141131596	0.000110046980348163	0.000111545392710509	0.000139660151140215
boot416	0.0472239948947033	0.00010741351811753	0.00010812510257631	0.000141412727281067
boot417	0.0574085952533675	0.000114866549198456	0.000115923555872274	0.000143762177601982
boot418	0.0694796954314721	0.00011210591723051	0.000113637461671262	0.000143785617488431
boot419	0.0670926517571885	0.000115945915864303	0.000117384070471272	0.00014342927868198
boot420	0.0556609740670462	0.000109039514195113	0.000110019319392485	0.000140859143467743
boot421	0.0471037555697008	0.000117808886093838	0.000118515048980143	0.00014317342907259
boot422	0.0535138620245003	0.000115263992127532	0.000116187181498511	0.000144833322870833
boot423	0.0525978191148172	0.000111436168156136	0.000112323445441458	0.000144074156382741
boot424	0.0608584240871236	0.000115568924327349	0.000116755262502355	0.000145103618326675
boot425	0.0666243654822335	0.000112933783405662	0.000114342034064263	0.000141117700985616
boot426	0.0623800383877159	0.000115723520490272	0.000116968328292336	0.000142196531290527
boot427	0.0656887755102041	0.000116779559648496	0.000118155521137026	0.000141551276159314
boot428	0.054746835443038	0.000114517785357751	0.00011546627143086	0.000141557482014607
boot429	0.0578381795195954	0.000113717654558385	0.000114774941224042	0.00014212134559322
boot430	0.0687340153452685	0.000109585047633123	0.000111095394457127	0.000140907990735602
boot431	0.0588235294117647	0.000110295801001702	0.000111402005481387	0.000143346273737036
boot432	0.0619440914866582	0.000110689357047263	0.000111908248556192	0.000140919533328878
boot433	0.0656209987195903	0.000106722775642878	0.000108101173681596	0.000143707991177144
boot434	0.0755627009646302	0.000112616987549065	0.000114452910950052	0.00014500969091627
boot435	0.0686777920410783	0.000110542027535138	0.000112055711463134	0.000142712934181957
boot436	0.0737282678686413	0.000114241657056807	0.000115991772151111	0.000143716183657145
boot437	0.0558408215661104	0.000115998640608444	0.00011699934579239	0.000144794464425854
boot438	0.0645780051150895	0.000114361337715972	0.000115694559821037	0.000143103376640451
boot439	0.0775917578879588	0.000116126565821444	0.000118064904807968	0.000143885585160142
boot440	0.0657472738935215	0.000110628493789072	0.000112014864547388	0.000141928242487258
boot441	0.0635894125242092	0.00011007673224825	0.000111381965748952	0.000143349104693926
boot442	0.0846696600384862	0.000115578686867933	0.000117877901534717	0.000143432780528293
boot443	0.0460063897763578	0.000110991750438629	0.000111667976604844	0.000141973057461581
boot444	0.0709242618741977	0.000115693993373656	0.000117308322937969	0.000143095519810976
boot445	0.0682110682110682	0.00011092924697373	0.000112426270727429	0.00014509612281336
boot446	0.0542168674698795	0.000110751947046201	0.000111683928250465	0.000141580218993523
boot447	0.0775807473084231	0.000113105062538021	0.000115010943587082	0.000141148201056617
boot448	0.0747753530166881	0.00011180619622223	0.000113600597191027	0.000142471880446109
boot449	0.0547858942065491	0.000113459896643757	0.000114404951493887	0.000141475485187789
boot450	0.0724269377382465	0.000111150083612887	0.000112816430915981	0.000142855302936575
boot451	0.0684007707129094	0.000109975361012642	0.000111477822616406	0.000143748740018922
boot452	0.0353728489483748	0.000108974186950595	0.000109372924504044	0.000142794354778456
boot453	0.0547680412371134	0.0001146559968545	0.000115622342969497	0.000144476969837157
boot454	0.063295165394402	0.000114763233139106	0.000116037494577498	0.000142975827365348
boot455	0.0684542586750789	0.000110474323146564	0.000111952552020619	0.000140110474919599
boot456	0.0714285714285714	0.000113062199383214	0.000114703782657451	0.000143199595168111
boot457	0.0856230031948882	0.000114021071476056	0.000116363339423695	0.000140869233036714
boot458	0.0649267982176957	0.000109677567467841	0.000111019225369433	0.000140556074247556
boot459	0.0774603174603175	0.000111171547749023	0.00011307634164777	0.000141523793526817
boot460	0.0496794871794872	0.00010820386253772	0.000108994904667982	0.00014388817637477
boot461	0.0696405648267009	0.000112456145579382	0.000114012566718465	0.000144166296833672
boot462	0.0690537084398977	0.000112943686488284	0.000114468115723994	0.000144278130771554
boot463	0.0669014084507042	0.000112406531486624	0.000113839245459956	0.000143228987608853
boot464	0.0598840952994205	0.000112867722762697	0.000114022296127098	0.000144830342281568
boot465	0.0652733118971061	0.000112669380763731	0.000114039350296213	0.00014382818403223
boot466	0.0515595162316996	0.000109160196120168	0.00011000627623285	0.000141676443706324
boot467	0.0793346129238644	0.000109940508454557	0.000111953938015587	0.000141374090622249
boot468	0.0750798722044728	0.000107723487024666	0.000109524441404934	0.000140419100428097
boot469	0.0708812260536398	0.000114202869385205	0.000115807003550871	0.00014230451118805
boot470	0.0638095238095238	0.000113900154770903	0.000115192743764172	0.000141603362567837
