V1	V2	V3	V4
boot87	NA	NA	NA	NA
boot88	NA	NA	NA	NA
boot89	NA	NA	NA	NA
boot90	NA	NA	NA	NA
boot91	NA	NA	NA	NA
boot92	NA	NA	NA	NA
boot93	NA	NA	NA	NA
boot94	NA	NA	NA	NA
boot95	NA	NA	NA	NA
boot96	NA	NA	NA	NA
boot97	NA	NA	NA	NA
boot98	NA	NA	NA	NA
boot99	NA	NA	NA	NA
boot100	NA	NA	NA	NA
boot101	NA	NA	NA	NA
boot102	NA	NA	NA	NA
boot103	NA	NA	NA	NA
boot104	NA	NA	NA	NA
boot105	NA	NA	NA	NA
boot106	NA	NA	NA	NA
boot107	NA	NA	NA	NA
boot108	NA	NA	NA	NA
boot109	NA	NA	NA	NA
boot110	NA	NA	NA	NA
boot111	NA	NA	NA	NA
boot112	NA	NA	NA	NA
boot113	NA	NA	NA	NA
boot114	NA	NA	NA	NA
boot115	NA	NA	NA	NA
boot116	NA	NA	NA	NA
boot117	NA	NA	NA	NA
boot118	NA	NA	NA	NA
boot119	NA	NA	NA	NA
boot120	NA	NA	NA	NA
boot121	NA	NA	NA	NA
boot122	NA	NA	NA	NA
boot123	NA	NA	NA	NA
boot124	NA	NA	NA	NA
boot125	NA	NA	NA	NA
boot126	NA	NA	NA	NA
boot127	NA	NA	NA	NA
boot128	NA	NA	NA	NA
boot129	NA	NA	NA	NA
boot130	NA	NA	NA	NA
boot131	NA	NA	NA	NA
boot132	NA	NA	NA	NA
boot133	NA	NA	NA	NA
boot134	NA	NA	NA	NA
boot135	NA	NA	NA	NA
boot136	NA	NA	NA	NA
boot137	NA	NA	NA	NA
boot138	NA	NA	NA	NA
boot139	NA	NA	NA	NA
boot140	NA	NA	NA	NA
boot141	NA	NA	NA	NA
boot142	NA	NA	NA	NA
boot143	NA	NA	NA	NA
boot144	NA	NA	NA	NA
boot145	NA	NA	NA	NA
boot146	NA	NA	NA	NA
boot147	NA	NA	NA	NA
boot148	NA	NA	NA	NA
boot149	NA	NA	NA	NA
boot150	NA	NA	NA	NA
boot151	NA	NA	NA	NA
boot152	NA	NA	NA	NA
boot153	NA	NA	NA	NA
boot154	NA	NA	NA	NA
boot155	NA	NA	NA	NA
boot156	NA	NA	NA	NA
boot157	NA	NA	NA	NA
boot158	NA	NA	NA	NA
boot159	NA	NA	NA	NA
boot160	NA	NA	NA	NA
boot161	NA	NA	NA	NA
boot162	NA	NA	NA	NA
boot163	NA	NA	NA	NA
boot164	NA	NA	NA	NA
boot165	NA	NA	NA	NA
boot166	NA	NA	NA	NA
boot167	NA	NA	NA	NA
boot168	NA	NA	NA	NA
boot169	NA	NA	NA	NA
boot170	NA	NA	NA	NA
boot171	NA	NA	NA	NA
boot172	NA	NA	NA	NA
boot173	NA	NA	NA	NA
boot174	NA	NA	NA	NA
boot175	NA	NA	NA	NA
boot176	NA	NA	NA	NA
boot177	NA	NA	NA	NA
boot178	NA	NA	NA	NA
boot179	NA	NA	NA	NA
boot180	NA	NA	NA	NA
boot181	NA	NA	NA	NA
boot182	NA	NA	NA	NA
boot183	NA	NA	NA	NA
boot184	NA	NA	NA	NA
boot185	NA	NA	NA	NA
boot186	NA	NA	NA	NA
boot187	NA	NA	NA	NA
boot188	NA	NA	NA	NA
boot189	NA	NA	NA	NA
boot190	NA	NA	NA	NA
boot191	NA	NA	NA	NA
boot192	NA	NA	NA	NA
boot193	NA	NA	NA	NA
boot194	NA	NA	NA	NA
boot195	NA	NA	NA	NA
boot196	NA	NA	NA	NA
boot197	NA	NA	NA	NA
boot198	NA	NA	NA	NA
boot199	NA	NA	NA	NA
boot200	NA	NA	NA	NA
boot201	0.0844832441565756	0.000101720508583343	0.000103730482828124	0.000126896105990648
boot202	0.0684314277668262	9.47191876295421e-05	9.60379317315433e-05	0.000125836983561931
boot203	0.0867361306674176	0.000100184396933292	0.00010230299911948	0.000127033141568047
boot204	0.0630808223035765	9.72171836209567e-05	9.83377665954696e-05	0.000125451693832253
boot205	0.0506899464939454	9.87244409740712e-05	9.94480317021926e-05	0.000124497536725208
boot206	0.074908476485497	9.80264439180001e-05	9.96066410031531e-05	0.000126281813195348
boot207	0.0754716981132075	9.847842012651e-05	0.000100082468906034	0.000126319377380678
boot208	0.0611095466065897	9.72068210870725e-05	9.82584619449894e-05	0.000125305680369893
boot209	0.065896930442129	9.72735075659049e-05	9.849637589643e-05	0.000125656487874749
boot210	0.0250633624331174	9.45921572572719e-05	9.47690573238598e-05	0.000122249804860316
boot211	0.0765981413686286	9.7637134239833e-05	9.92894224012322e-05	0.000126393969758207
boot212	0.0735004224162208	9.78473775458372e-05	9.93687270517124e-05	0.000126187121075372
boot213	0.0743452548577865	9.56709774335877e-05	9.72275014887465e-05	0.00012624407034564
boot214	0.0777245846240496	9.83812267052512e-05	0.000100082468906034	0.000126467847478226
boot215	0.0760349197409181	9.87716083696821e-05	0.000100399687507955	0.000126356762901631
boot216	0.065896930442129	0.000101397349390876	0.000102620217721401	0.000125656487874749
boot217	0.0698394818361025	0.000100136380881889	0.000101509952614678	0.000125935695630397
boot218	0.0751900872993523	9.80938450543418e-05	9.96859456536333e-05	0.00012630061762106
boot219	0.00281610813855252	9.32600356600193e-05	9.32622689647357e-05	0.000119998544373972
boot220	0.0582934384680372	9.58740294984049e-05	9.68309782363455e-05	0.000125093293091361
boot221	0.0839200225288651	9.71475491798986e-05	9.91308131002718e-05	0.000126861400435354
boot222	0.0605463249788792	0.000101667177266715	0.000102699522371882	0.000125263560242942
boot223	0.03914390312588	9.97302767522543e-05	0.000100161773556515	0.000123530605115185
boot224	0.0850464657842861	0.000100583354487834	0.000102620217721401	0.000126930632881564
boot225	0.0464657842861166	9.32093843090508e-05	9.38174015180972e-05	0.000124152491146521
boot226	0.0695578710222473	0.000102130052002241	0.000103492568876684	0.000125916042548892
boot227	0.0520980005632216	9.71768948038724e-05	9.79412433430685e-05	0.000124610318613388
boot228	0.0951844550830752	9.78482708677238e-05	0.000100399687507955	0.000127521565309529
boot229	0.0656153196282737	9.91079440599756e-05	0.000100320382857475	0.000125636209467924
boot230	0.0895522388059701	9.92515455532416e-05	0.000101509952614678	0.000127200416091308
boot231	0.0388622923120248	9.53747072299069e-05	9.58000177801026e-05	0.000123506083429399
boot232	0.0444945085891298	9.5401104891655e-05	9.59586270810631e-05	0.000123988030587203
boot233	0.0261898056885384	9.71136476143032e-05	9.73068061392268e-05	0.000122356378161384
boot234	0.0881441847366939	9.92427016665646e-05	0.000101430647964198	0.000127117337155857
boot235	0.0836384117150099	9.8509016401125e-05	0.000100478992158435	0.000126843980658566
boot236	0.072655589974655	0.000100023375663238	0.000101509952614678	0.000126129769810254
boot237	0.072655589974655	9.87545012555543e-05	0.000100241078206995	0.000126129769810254
boot238	0.0523796113770769	9.39171185736855e-05	9.46897526733796e-05	0.000124632740992741
boot239	0.0619543790481554	9.4560488996393e-05	9.56414084791422e-05	0.000125368525564614
boot240	0.0599831033511687	9.5817750219551e-05	9.68309782363455e-05	0.000125221261451613
boot241	0.0684314277668262	9.66224992410673e-05	9.79412433430685e-05	0.000125836983561931
boot242	0.0557589411433399	9.54003009019571e-05	9.62758456829839e-05	0.000124898325589618
boot243	0.0712475359053788	9.54014622204096e-05	9.68309782363455e-05	0.000126033291046504
boot244	0.0459025626584061	9.76650952148827e-05	9.82584619449894e-05	0.000124105725745759
boot245	0.0788510278794706	9.88073859112392e-05	0.000100558296808916	0.000126541010540736
boot246	0.0861729090397071	9.46604963815944e-05	9.67516735858652e-05	0.000126999150670263
boot247	0.0661785412559842	9.70251194153442e-05	9.82584619449894e-05	0.00012567672161548
boot248	0.0605463249788792	0.000102460223771517	0.000103492568876684	0.000125263560242942
boot249	0.0802590819487468	9.91408183054013e-05	0.000100954820061317	0.000126631459381751
boot250	0.0616727682343002	9.79803931747474e-05	9.90515084497916e-05	0.000125347621832468
boot251	0.0763165305547733	9.89974401426069e-05	0.000100637601459396	0.000126375388662966
boot252	0.0735004224162208	9.80059868467976e-05	9.95273363526729e-05	0.000126187121075372
boot253	0.0842016333427204	9.62618651954591e-05	9.82584619449894e-05	0.000126878775546048
boot254	0.065896930442129	9.66390703620631e-05	9.78619386925883e-05	0.000125656487874749
boot255	0.0430864545198536	9.8211495546803e-05	9.87342898478707e-05	0.000123869218776289
boot256	0.0537876654463531	9.7919557954272e-05	9.87342898478707e-05	0.00012474418289809
boot257	0.0901154604336807	0.00010287106250715	0.000105157966536768	0.000127233335002828
boot258	0.0757533089270628	0.000100766262144109	0.000102382303769961	0.000126338092474202
boot259	0.0844832441565756	9.88655411660549e-05	0.000100875515410837	0.000126896105990648
boot260	0.0687130385806815	9.7959802105262e-05	9.92894224012322e-05	0.000125856815307813
boot261	0.06702337369755	9.64382962680566e-05	9.77033293916279e-05	0.000125737154841107
boot262	0.0861729090397071	9.92601661094471e-05	0.000101351343313718	0.000126999150670263
boot263	0.0858912982258519	0.000102842520872874	0.000104920052585328	0.00012698208822223
boot264	0.071529146719234	9.78485835303841e-05	9.92894224012322e-05	0.000126052676131443
boot265	0.0557589411433399	9.92069241250075e-05	0.000100082468906034	0.000124898325589618
boot266	0.0129540974373416	9.76560726638283e-05	9.77033293916279e-05	0.000121059006785519
boot267	0.0399887355674458	9.23361174988346e-05	9.27864410618544e-05	0.000123603902175978
boot268	0.0667417628836947	9.85901300284255e-05	9.98445549545937e-05	0.000125717055098659
boot269	0.0644888763728527	9.6928685317689e-05	9.80998526440289e-05	0.00012555464917968
boot270	0.0366094058011828	9.74845101955126e-05	9.78619386925883e-05	0.000123308301963712
boot271	0.0577302168403267	9.73199156379122e-05	9.82584619449894e-05	0.000125050279642523
boot272	0.0881441847366939	9.90840923656042e-05	0.000101272038663238	0.000127117337155857
boot273	0.0667417628836947	0.000101286488144753	0.000102540913070921	0.000125717055098659
boot274	0.040270346381301	9.84362106673696e-05	9.88928991488311e-05	0.000123628245197387
boot275	0.0695578710222473	0.000100226740390715	0.000101589257265159	0.000125916042548892
boot276	0.0799774711348916	9.93914397606785e-05	0.000101192734012757	0.000126613458945737
boot277	0.105322444381864	9.96549697172165e-05	0.000102778827022362	0.000128054610479245
boot278	0.0605463249788792	0.000101191349363833	0.000102223694469	0.000125263560242942
boot279	0.0839200225288651	9.9843907296226e-05	0.000101827171216599	0.000126861400435354
boot280	0.030132357082512	9.64166778784016e-05	9.6672368935385e-05	0.000122723756787236
boot281	0.0861729090397071	9.83085103036844e-05	0.000100399687507955	0.000126999150670263
boot282	0.0464657842861166	9.9870974949389e-05	0.000100478992158435	0.000124152491146521
boot283	0.0374542382427485	9.73875847708198e-05	9.77826340421081e-05	0.000123382805009052
boot284	0.0512531681216559	9.712217883832e-05	9.78619386925883e-05	0.000124542783478763
boot285	0.035764573359617	9.78982522272774e-05	9.82584619449894e-05	0.000123233396923524
boot286	0.0644888763728527	9.86733876282538e-05	9.98445549545937e-05	0.00012555464917968
boot287	0.0991270064770487	9.71567057292359e-05	9.99238596050739e-05	0.000127735739231834
boot288	0.0585750492818924	9.97506891573624e-05	0.000100716906109876	0.000125114732816639
boot289	0.0532244438186426	9.71434845653147e-05	9.79412433430685e-05	0.000124699740134233
boot290	0.0599831033511687	9.91485455397202e-05	0.000100161773556515	0.000125221261451613
boot291	0.0385806814981695	9.57773720702781e-05	9.61965410325037e-05	0.000123481517077518
boot292	0.0768797521824838	9.69112208748066e-05	9.85756805469102e-05	0.000126412506187353
boot293	0.0923683469445227	9.92658833695211e-05	0.000101668561915639	0.000127363224005135
boot294	0.112644325542101	0.000102219116194332	0.00010579240374061	0.000128403586674234
boot295	0.0588566600957477	9.85518065194917e-05	9.95273363526729e-05	0.000125136127875822
boot296	0.0887074063644044	9.95318699612472e-05	0.000101747866566119	0.00012715070272832
boot297	0.071529146719234	9.94346765399884e-05	0.000100875515410837	0.000126052676131443
boot298	0.0630808223035765	0.00010197546264977	0.000103096045624283	0.000125451693832253
boot299	0.0729372007885103	0.000100408352730255	0.000101906475867079	0.000126148931564721
boot300	0.0732188116023655	9.77797084129296e-05	9.92894224012322e-05	0.000126168048653093
boot301	0.0537876654463531	9.80781672552325e-05	9.88928991488311e-05	0.00012474418289809
boot302	0.0740636440439313	9.95686748229739e-05	0.000101113429362277	0.000126225131921645
boot303	0.113770768797522	0.000101830074512731	0.000105475185138689	0.000128454595353957
boot304	0.0535060546324979	9.8800418000524e-05	9.96066410031531e-05	0.000124721983849209
boot305	0.0582934384680372	9.71429039060884e-05	9.80998526440289e-05	0.000125093293091361
boot306	0.0709659250915235	9.61264822635495e-05	9.75447200906674e-05	0.000126013861295471
boot307	0.0709659250915235	9.86642310789164e-05	0.000100082468906034	0.000126013861295471
boot308	0.0689946493945368	0.000100248716109125	0.000101589257265159	0.0001258766023876
boot309	0.0520980005632216	9.8128550609635e-05	9.88928991488311e-05	0.000124610318613388
boot310	0.0467473950999718	9.89912315554953e-05	9.96066410031531e-05	0.00012417580684776
boot311	0.103069557871022	9.8042479045864e-05	0.000101034124711797	0.000127941158599651
boot312	0.0594198817234582	0.000100277749070439	0.000101272038663238	0.000125178783995906
boot313	0.0965925091523514	0.000101023717511818	0.000103651178177644	0.000127599060983189
boot314	0.0557589411433399	0.000100951626435572	0.000101827171216599	0.000124898325589618
boot315	0.0484370599831034	9.68840192233605e-05	9.75447200906674e-05	0.000124314763067216
boot316	0.0619543790481554	9.59879727050369e-05	9.70688921877861e-05	0.000125368525564614
boot317	0.0805406927626021	9.60351847667421e-05	9.78619386925883e-05	0.000126649415151671
boot318	0.0608279357927344	0.000101736856373867	0.000102778827022362	0.000125284642639465
boot319	0.0560405519571952	9.72154416432779e-05	9.80998526440289e-05	0.000124920167309744
boot320	0.105040833568009	0.000100068175755849	0.000103175350274763	0.000128040585325626
boot321	0.0763165305547733	0.000101376579657013	0.000103016740973802	0.000126375388662966
boot322	0.0518163897493664	9.52025194362706e-05	9.59586270810631e-05	0.00012458785156794
boot323	0.0825119684595888	9.72928479847491e-05	9.9210117750752e-05	0.000126773854890471
boot324	0.068149816952971	0.000101153695846314	0.000102461608420441	0.000125817107149955
boot325	0.0743452548577865	9.9794819258559e-05	0.000101351343313718	0.00012624407034564
boot326	0.0566037735849057	9.92594961180321e-05	0.000100161773556515	0.000124963716751715
boot327	0.0388622923120248	9.79124560452738e-05	9.83377665954696e-05	0.000123506083429399
boot328	0.0563221627710504	9.77616633108208e-05	9.86549851973905e-05	0.000124941964363777
boot329	0.0450577302168403	9.5545510374619e-05	9.61172363820235e-05	0.000124035242648908
boot330	0.0912419036891017	9.78966442478815e-05	0.000100241078206995	0.000127298636832736
boot331	0.0554773303294847	9.1047366679175e-05	9.1914089906572e-05	0.000124876439203397
boot332	0.0819487468318783	9.62086678771139e-05	9.80998526440289e-05	0.000126738524009857
boot333	0.0796958603210363	0.000100752281656584	0.000102540913070921	0.000126595413843628
boot334	0.0712475359053788	9.74633831328953e-05	9.88928991488311e-05	0.000126033291046504
boot335	0.073782033230076	0.000102990499643384	0.000104523529332927	0.000126206148831556
boot336	0.068149816952971	9.24301842934904e-05	9.3738096867617e-05	0.000125817107149955
boot337	0.0588566600957477	0.000100772336732938	0.000101747866566119	0.000125136127875822
boot338	0.0822303576457336	0.00010436402671008	0.000106268231643491	0.000126756211783211
boot339	0.0785694170656153	9.69958631235591e-05	9.87342898478707e-05	0.00012652278677425
boot340	0.0701210926499578	9.94115395031263e-05	0.000100796210760356	0.000125955304045807
boot341	0.0667417628836947	9.74798649217025e-05	9.87342898478707e-05	0.000125717055098659
boot342	0.0582934384680372	9.88876062166532e-05	9.98445549545937e-05	0.000125093293091361
boot343	0.0374542382427485	9.54842731592946e-05	9.58793224305829e-05	0.000123382805009052
boot344	0.0456209518445508	9.69586116008891e-05	9.75447200906674e-05	0.000124082276046236
boot345	0.0602647141650239	9.76322209694569e-05	9.86549851973905e-05	0.000125242433180324
boot346	0.0588566600957477	9.83931972185312e-05	9.93687270517124e-05	0.000125136127875822
boot347	0.0650520980005632	0.000100873371438309	0.00010206508516804	0.000125595518655991
boot348	0.0774429738101943	9.7045353156075e-05	9.87342898478707e-05	0.000126449445047363
boot349	0.0509715573078006	9.54648880743561e-05	9.61965410325037e-05	0.000124520182435033
boot350	0.0934947901999437	0.000103172156649018	0.00010563379443965	0.000127427096520025
boot351	0.0630808223035765	0.000100230760339205	0.000101351343313718	0.000125451693832253
boot352	0.0622359898620107	9.74849121903616e-05	9.85756805469102e-05	0.000125389384630665
boot353	0.0371726274288933	9.79486355816799e-05	9.83377665954696e-05	0.0001233580153267
boot354	0.0467473950999718	9.64534827401283e-05	9.70688921877861e-05	0.00012417580684776
boot355	0.0844832441565756	9.77552760593319e-05	9.97652503041135e-05	0.000126896105990648
boot356	0.0774429738101943	9.56178694474311e-05	9.73068061392268e-05	0.000126449445047363
boot357	0.0698394818361025	9.82330692703636e-05	9.96066410031531e-05	0.000125935695630397
boot358	0.0450577302168403	9.60213382775003e-05	9.65930642849048e-05	0.000124035242648908
boot359	0.0422416220782878	9.84697102381159e-05	9.89722037993113e-05	0.000123797395696609
boot360	0.0585750492818924	0.000100226517060244	0.000101192734012757	0.000125114732816639
boot361	0.0292875246409462	9.49240263381325e-05	9.51655805762609e-05	0.000122645769786538
boot362	0.0577302168403267	9.71613063369518e-05	9.80998526440289e-05	0.000125050279642523
boot363	0.0667417628836947	0.000101762316047634	0.000103016740973802	0.000125717055098659
boot364	0.0881441847366939	0.000100352966773288	0.000102540913070921	0.000127117337155857
boot365	0.0656153196282737	9.79976789532526e-05	9.9210117750752e-05	0.000125636209467924
boot366	0.0723739791607998	9.96383539301263e-05	0.000101113429362277	0.000126110563389693
boot367	0.069276260208392	0.000101903148243052	0.000103254654925243	0.000125896344801293
boot368	0.0442128977752746	9.7707974665438e-05	9.82584619449894e-05	0.000123964357557209
boot369	0.074908476485497	0.000101357239238169	0.000102937436323322	0.000126281813195348
boot370	0.0467473950999718	9.99428873612579e-05	0.000100558296808916	0.00012417580684776
boot371	0.0543508870740636	0.000102026247999021	0.000102858131672842	0.00012478844699757
boot372	0.100535060546325	9.8267104834242e-05	0.000101113429362277	0.000127810108278891
boot373	0.0650520980005632	9.88114505258231e-05	0.000100003164255554	0.000125595518655991
boot374	0.0901154604336807	9.5892253264891e-05	9.81791572945092e-05	0.000127233335002828
boot375	0.0940580118276542	0.000101397706719631	0.000103889092129085	0.000127458764780903
boot376	0.0535060546324979	9.97520738062866e-05	0.000100558296808916	0.000124721983849209
boot377	0.0675865953252605	9.51480714672841e-05	9.64344549839444e-05	0.000125777220327719
boot378	0.0546324978879189	9.76558493333567e-05	9.849637589643e-05	0.000124810512048168
boot379	0.0771613629963391	9.74541372513693e-05	9.91308131002718e-05	0.000126430997950405
boot380	0.0946212334553647	9.78783758153012e-05	0.000100399687507955	0.000127490254377405
boot381	0.0484370599831034	9.76770657281627e-05	9.83377665954696e-05	0.000124314763067216
boot382	0.0774429738101943	0.000101645022883928	0.000103333959575723	0.000126449445047363
boot383	0.0490002816108139	9.71857833566437e-05	9.78619386925883e-05	0.00012436072447828
boot384	0.0661785412559842	9.81353845220672e-05	9.93687270517124e-05	0.00012567672161548
boot385	0.0805406927626021	9.69868405725047e-05	9.88135944983509e-05	0.000126649415151671
boot386	0.0630808223035765	9.78516208247984e-05	9.89722037993113e-05	0.000125451693832253
boot387	0.0940580118276542	9.94943951081056e-05	0.00010198578051756	0.000127458764780903
boot388	0.0520980005632216	9.76527227067537e-05	9.84170712459498e-05	0.000124610318613388
boot389	0.0661785412559842	9.68665101143838e-05	9.80998526440289e-05	0.00012567672161548
boot390	0.0788510278794706	0.000101820962629487	0.000103571873527164	0.000126541010540736
boot391	0.0760349197409181	9.75027339619987e-05	9.91308131002718e-05	0.000126356762901631
boot392	0.0627992114897212	9.54031595319941e-05	9.65137596344246e-05	0.000125430968764485
boot393	0.0951844550830752	9.87999266734864e-05	0.000101351343313718	0.000127521565309529
boot394	0.0580118276541819	9.85003065127309e-05	9.94480317021926e-05	0.000125071808699989
boot395	0.0619543790481554	0.000100587642432889	0.000101668561915639	0.000125368525564614
boot396	0.0743452548577865	9.86845541518359e-05	0.000100241078206995	0.00012624407034564
boot397	0.0512531681216559	9.90254904498452e-05	9.97652503041135e-05	0.000124542783478763
boot398	0.0456209518445508	9.4738081387443e-05	9.53241898772213e-05	0.000124082276046236
boot399	0.0580118276541819	9.48522925906409e-05	9.58000177801026e-05	0.000125071808699989
boot400	0.0712475359053788	9.50842436184887e-05	9.65137596344246e-05	0.000126033291046504
boot401	0.0588566600957477	9.6489885607006e-05	9.74654154401872e-05	0.000125136127875822
boot402	0.0664601520698395	9.56664214919662e-05	9.69102828868257e-05	0.000125696910690117
boot403	0.0535060546324979	0.00010086233891301	0.000101668561915639	0.000124721983849209
boot404	0.0909602928752464	0.000101003975098125	0.000103333959575723	0.0001272823783744
boot405	0.0526612221909321	9.82705441235052e-05	9.90515084497916e-05	0.000124655118705999
boot406	0.0591382709096029	9.51323490020805e-05	9.61172363820235e-05	0.000125157478268911
boot407	0.0560405519571952	9.83257067500009e-05	9.9210117750752e-05	0.000124920167309744
boot408	0.0782878062517601	9.78806537861119e-05	9.96066410031531e-05	0.00012650451834167
boot409	0.0723739791607998	9.97969632310867e-05	0.000101272038663238	0.000126110563389693
boot410	0.0684314277668262	9.96360759593156e-05	0.000100954820061317	0.000125836983561931
boot411	0.0661785412559842	0.000100197305434553	0.000101430647964198	0.00012567672161548
boot412	0.063644043931287	9.60868187717858e-05	9.72275014887465e-05	0.000125493009969507
boot413	0.0816671360180231	0.000103279757270256	0.000105157966536768	0.000126720791570408
boot414	0.0901154604336807	9.90644392840996e-05	0.000101351343313718	0.000127233335002828
boot415	0.0599831033511687	9.5817750219551e-05	9.68309782363455e-05	0.000125221261451613
boot416	0.0467473950999718	9.43915618276426e-05	9.50069712753005e-05	0.00012417580684776
boot417	0.0487186707969586	9.71142282735295e-05	9.77826340421081e-05	0.000124337766105795
boot418	0.0599831033511687	0.000100100201345483	0.000101113429362277	0.000125221261451613
boot419	0.0799774711348916	0.00010002587696452	0.000101827171216599	0.000126613458945737
boot420	0.068149816952971	9.89331656328682e-05	0.000100241078206995	0.000125817107149955
boot421	0.0802590819487468	0.000100251083412124	0.00010206508516804	0.000126631459381751
boot422	0.0518163897493664	9.7898877552598e-05	9.86549851973905e-05	0.00012458785156794
boot423	0.0720923683469445	9.544666430787e-05	9.69102828868257e-05	0.000126091312303037
boot424	0.0799774711348916	0.00010002587696452	0.000101827171216599	0.000126613458945737
boot425	0.0782878062517601	0.000102480323513965	0.000104206310731006	0.00012650451834167
boot426	0.0751900872993523	9.84110636562626e-05	0.000100003164255554	0.00012630061762106
boot427	0.0701210926499578	0.000102900944124256	0.000104285615381486	0.000125955304045807
boot428	0.0442128977752746	0.000100880160684647	0.000101430647964198	0.000123964357557209
boot429	0.0236553083638412	9.73871381098766e-05	9.75447200906674e-05	0.000122115583246859
boot430	0.0684314277668262	9.59880620372255e-05	9.73068061392268e-05	0.000125836983561931
boot431	0.0543508870740636	9.47302201548412e-05	9.5562103828662e-05	0.00012478844699757
boot432	0.0520980005632216	9.74941134057933e-05	9.82584619449894e-05	0.000124610318613388
boot433	0.0667417628836947	9.90659579313068e-05	0.000100320382857475	0.000125717055098659
boot434	0.108420163334272	9.97064250578829e-05	0.000103016740973802	0.00012820593920683
boot435	0.068149816952971	9.44921052059761e-05	9.58000177801026e-05	0.000125817107149955
boot436	0.0856096874119966	9.69082729125809e-05	9.89722037993113e-05	0.000126964981108102
boot437	0.0340749084764855	9.92003582091412e-05	9.95273363526729e-05	0.000123082380858599
boot438	0.0611095466065897	9.84756954947559e-05	9.95273363526729e-05	0.000125305680369893
boot439	0.0698394818361025	9.91847250761262e-05	0.000100558296808916	0.000125935695630397
boot440	0.0847648549704309	9.8772814354229e-05	0.000100796210760356	0.000126913391769153
boot441	0.0526612221909321	9.636723251198e-05	9.71481968382663e-05	0.000124655118705999
boot442	0.0796958603210363	9.93247979479404e-05	0.000101113429362277	0.000126595413843628
boot443	0.0439312869614193	9.77942695596807e-05	9.83377665954696e-05	0.000123940639861121
boot444	0.0644888763728527	9.96250434340164e-05	0.000100796210760356	0.00012555464917968
boot445	0.0799774711348916	9.54262072366676e-05	9.72275014887465e-05	0.000126613458945737
boot446	0.0611095466065897	9.97445699024394e-05	0.000100796210760356	0.000125305680369893
boot447	0.0746268656716418	9.81176074165245e-05	9.96859456536333e-05	0.000126262964103541
boot448	0.0811039143903126	0.000101243653360292	0.000103096045624283	0.000126685192693229
boot449	0.0557589411433399	9.77794404163636e-05	9.86549851973905e-05	0.000124898325589618
boot450	0.0735004224162208	9.83232054487185e-05	9.98445549545937e-05	0.000126187121075372
boot451	0.0765981413686286	9.9064617948477e-05	0.000100716906109876	0.000126393969758207
boot452	0.0481554491692481	9.68123748080576e-05	9.74654154401872e-05	0.000124291715362543
boot453	0.0540692762602084	9.7514481144807e-05	9.83377665954696e-05	0.000124766337280877
